# Continental total Hg emissions to air (Mg/yr)
Year,North America,South America,Africa,Europe,Former USSR,Middle East,Asia,Oceania
2010,109.227459852278,265.98809890463,344.630761364016,87.0688307958193,85.1249754193734,39.2544146010694,1231.01317972896,3.5
2011,105.606143502272,279.464010659501,366.061136174734,87.1405336746405,87.7839339994306,41.747531714949,1305.97558959108,3.75349922623638
2012,98.8615524116849,279.571602905591,379.069217700417,83.8814598599875,88.1594238887324,43.804061980476,1329.94979697838,3.78563411209701
2013,96.1349397417094,270.946664818432,377.122840265128,79.149812575789,86.640292357591,43.0959698853991,1357.30337143492,3.62589407271282
2014,92.3756162577054,271.52972532192,387.733452809842,74.3906396386937,85.5146218560474,45.3840884513326,1375.98039385953,3.6458624842466
2015,85.3648221885562,275.823323851136,395.74904713428,71.614240324038,86.4207776182025,46.3072395040413,1399.73852724222,3.73271749185765
